split,case_id,week,slice_idx,image_path,label_path
train,014,4,56,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_56.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_56.nii.gz
train,014,4,57,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_57.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_57.nii.gz
train,014,4,58,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_58.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_58.nii.gz
train,014,4,59,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_59.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_59.nii.gz
train,014,4,6,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_6.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_6.nii.gz
train,014,4,7,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_7.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_7.nii.gz
train,014,4,8,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_8.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_8.nii.gz
train,014,4,9,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_4_slice_9.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_4_slice_9.nii.gz
train,014,5,0,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_0.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_0.nii.gz
train,014,5,1,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_1.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_1.nii.gz
train,014,5,10,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_10.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_10.nii.gz
train,014,5,11,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_11.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_11.nii.gz
train,014,5,12,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_12.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_12.nii.gz
train,014,5,13,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_13.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_13.nii.gz
train,014,5,14,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_14.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_14.nii.gz
train,014,5,15,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_15.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_15.nii.gz
train,014,5,16,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_16.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_16.nii.gz
train,014,5,17,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_17.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_17.nii.gz
train,014,5,18,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_18.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_18.nii.gz
train,014,5,19,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_19.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_19.nii.gz
train,014,5,2,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_2.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_2.nii.gz
train,014,5,20,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_20.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_20.nii.gz
train,014,5,21,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_21.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_21.nii.gz
train,014,5,22,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_22.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_22.nii.gz
train,014,5,23,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_23.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_23.nii.gz
train,014,5,24,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_24.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_24.nii.gz
train,014,5,25,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_25.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_25.nii.gz
train,014,5,26,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_26.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_26.nii.gz
train,014,5,27,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_27.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_27.nii.gz
train,014,5,28,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_28.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_28.nii.gz
train,014,5,29,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_29.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_29.nii.gz
train,014,5,3,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_3.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_3.nii.gz
train,014,5,30,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_30.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_30.nii.gz
train,014,5,31,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_31.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_31.nii.gz
train,014,5,32,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_32.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_32.nii.gz
train,014,5,33,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_33.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_33.nii.gz
train,014,5,34,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_34.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_34.nii.gz
train,014,5,35,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_35.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_35.nii.gz
train,014,5,36,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_36.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_36.nii.gz
train,014,5,37,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_37.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_37.nii.gz
train,014,5,38,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_38.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_38.nii.gz
train,014,5,39,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_39.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_39.nii.gz
train,014,5,4,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_4.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_4.nii.gz
train,014,5,40,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_40.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_40.nii.gz
train,014,5,41,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_41.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_41.nii.gz
train,014,5,42,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_42.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_42.nii.gz
train,014,5,43,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_43.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_43.nii.gz
train,014,5,44,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_44.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_44.nii.gz
train,014,5,45,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_45.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_45.nii.gz
train,014,5,46,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_46.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_46.nii.gz
train,014,5,47,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_47.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_47.nii.gz
train,014,5,48,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_48.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_48.nii.gz
train,014,5,49,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_49.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_49.nii.gz
train,014,5,5,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_5.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_5.nii.gz
train,014,5,50,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_50.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_50.nii.gz
train,014,5,51,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_51.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_51.nii.gz
train,014,5,52,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_52.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_52.nii.gz
train,014,5,53,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_53.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_53.nii.gz
train,014,5,54,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_54.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_54.nii.gz
train,014,5,55,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_55.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_55.nii.gz
train,014,5,56,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_56.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_56.nii.gz
train,014,5,57,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_57.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_57.nii.gz
train,014,5,58,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_58.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_58.nii.gz
train,014,5,59,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_59.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_59.nii.gz
train,014,5,6,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_6.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_6.nii.gz
train,014,5,7,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_7.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_7.nii.gz
train,014,5,8,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_8.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_8.nii.gz
train,014,5,9,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_5_slice_9.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_5_slice_9.nii.gz
train,014,6,0,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_0.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_0.nii.gz
train,014,6,1,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_1.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_1.nii.gz
train,014,6,10,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_10.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_10.nii.gz
train,014,6,11,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_11.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_11.nii.gz
train,014,6,12,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_12.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_12.nii.gz
train,014,6,13,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_13.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_13.nii.gz
train,014,6,14,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_14.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_14.nii.gz
train,014,6,15,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_15.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_15.nii.gz
train,014,6,16,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_16.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_16.nii.gz
train,014,6,17,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_17.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_17.nii.gz
train,014,6,18,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_18.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_18.nii.gz
train,014,6,19,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_19.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_19.nii.gz
train,014,6,2,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_2.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_2.nii.gz
train,014,6,20,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_20.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_20.nii.gz
train,014,6,21,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_21.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_21.nii.gz
train,014,6,22,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_22.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_22.nii.gz
train,014,6,23,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_23.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_23.nii.gz
train,014,6,24,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_24.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_24.nii.gz
train,014,6,25,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_25.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_25.nii.gz
train,014,6,26,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_26.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_26.nii.gz
train,014,6,27,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_27.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_27.nii.gz
train,014,6,28,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_28.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_28.nii.gz
train,014,6,29,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_29.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_29.nii.gz
train,014,6,3,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_3.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_3.nii.gz
train,014,6,30,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_30.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_30.nii.gz
train,014,6,31,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_31.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_31.nii.gz
train,014,6,32,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_32.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_32.nii.gz
train,014,6,33,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_33.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_33.nii.gz
train,014,6,34,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_34.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_34.nii.gz
train,014,6,35,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_35.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_35.nii.gz
train,014,6,36,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_36.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_36.nii.gz
train,014,6,37,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_37.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_37.nii.gz
train,014,6,38,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_014_week_6_slice_38.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_014_week_6_slice_38.nii.gz
